     Molecular Orbital Coefficients:
                           1         2         3         4         5
                           O         O         O         O         O
     Eigenvalues --  -372.66755-235.72701 -46.03921 -40.79270 -40.79111
   266        4S        0.00004   0.00002   0.00059  -0.00023   0.00064
   267        4PX       0.00010  -0.00002   0.00127   0.00038   0.00041
   268        4PY      -0.00009   0.00002  -0.00119  -0.00031  -0.00001
   269        4PZ       0.00003   0.00000   0.00043   0.00037   0.00028
   270        5S        0.00105   0.00008   0.01441   0.00178   0.00211
   271        5PX      -0.00034  -0.00005  -0.00469  -0.00046  -0.00104
   272        5PY       0.00033   0.00004   0.00452  -0.00030   0.00131
   273        5PZ       0.00003   0.00005   0.00034  -0.00207  -0.00029
   274        6D 0      0.00000   0.00000   0.00004  -0.00001   0.00006
   275        6D+1      0.00000   0.00000   0.00002   0.00000   0.00002
   276        6D-1      0.00000   0.00000  -0.00002  -0.00001  -0.00001
   277        6D+2      0.00000   0.00000   0.00000   0.00000  -0.00001
   278        6D-2      0.00000   0.00000   0.00004  -0.00001   0.00007
   279 12  C  1S        0.00000   0.00000   0.00000   0.00000   0.00000
   280        2S        0.00000   0.00000   0.00000   0.00000   0.00000
   281        2PX       0.00000   0.00000   0.00001   0.00000  -0.00001
   282        2PY       0.00000   0.00000  -0.00001   0.00000   0.00001
   283        2PZ       0.00000   0.00000  -0.00001   0.00000   0.00000
   284        3S        0.00000  -0.00001  -0.00001   0.00003   0.00004
   285        3PX       0.00000   0.00001  -0.00004   0.00001   0.00005
   286        3PY       0.00000   0.00000   0.00003  -0.00001  -0.00006
   287        3PZ       0.00000   0.00000   0.00003  -0.00002  -0.00001
   288        4S       -0.00002  -0.00003  -0.00024  -0.00056   0.00000
   289        4PX       0.00005   0.00009   0.00062  -0.00060  -0.00067
   290        4PY      -0.00005  -0.00008  -0.00060   0.00045   0.00078
   291        4PZ      -0.00001  -0.00010  -0.00017   0.00005   0.00012
   292        5S       -0.00034  -0.00011  -0.00429   0.01070   0.00109
   293        5PX       0.00006   0.00023   0.00080   0.00348  -0.00168
   294        5PY      -0.00012  -0.00008  -0.00171  -0.00385   0.00279
   295        5PZ      -0.00013  -0.00036  -0.00161  -0.00033   0.00284
   296        6D 0      0.00000   0.00000   0.00001  -0.00001  -0.00001
   297        6D+1      0.00000   0.00000  -0.00001   0.00000   0.00002
   298        6D-1      0.00000   0.00000   0.00000   0.00000   0.00000
   299        6D+2      0.00000   0.00000   0.00001  -0.00001  -0.00001
   300        6D-2      0.00000   0.00000   0.00000   0.00001   0.00000
   301 13  C  1S        0.00000   0.00000   0.00000   0.00000   0.00000
   302        2S        0.00000   0.00000   0.00000   0.00000   0.00000
   303        2PX       0.00000   0.00000   0.00000   0.00000   0.00000
   304        2PY       0.00000   0.00000   0.00001   0.00000   0.00000
   305        2PZ       0.00000   0.00000   0.00000   0.00000   0.00000
   306        3S        0.00000   0.00000  -0.00002   0.00001   0.00003
   307        3PX       0.00000   0.00000   0.00002  -0.00001  -0.00002
   308        3PY       0.00000  -0.00001  -0.00003   0.00001   0.00002
   309        3PZ       0.00000   0.00000   0.00000  -0.00001   0.00000
   310        4S        0.00006   0.00010   0.00076  -0.00046  -0.00084
   311        4PX       0.00001   0.00001   0.00016  -0.00008  -0.00018
   312        4PY      -0.00002  -0.00002  -0.00022   0.00016   0.00019
   313        4PZ       0.00001   0.00005   0.00018  -0.00010  -0.00018
   314        5S        0.00036   0.00045   0.00469   0.00242  -0.00399
   315        5PX       0.00003  -0.00007   0.00047  -0.00053  -0.00023
   316        5PY      -0.00001   0.00002  -0.00017   0.00038  -0.00020
   317        5PZ       0.00004   0.00011   0.00048   0.00042  -0.00059
   318        6D 0      0.00000   0.00000   0.00000   0.00000   0.00000
   319        6D+1      0.00000   0.00000   0.00000   0.00001   0.00000
   320        6D-1      0.00000   0.00000   0.00000   0.00000   0.00000
   321        6D+2      0.00000   0.00000   0.00000   0.00000   0.00000
   322        6D-2      0.00000   0.00000   0.00000   0.00000   0.00000
   323 14  C  1S        0.00000   0.00000   0.00000   0.00000   0.00000
   324        2S        0.00000   0.00000   0.00000   0.00000   0.00000
   325        2PX       0.00000   0.00000   0.00000   0.00000   0.00000
   326        2PY       0.00000   0.00000   0.00000   0.00000   0.00000
   327        2PZ       0.00000   0.00000   0.00000   0.00000   0.00000
   328        3S        0.00000   0.00000  -0.00003  -0.00001   0.00003
   329        3PX       0.00000   0.00000  -0.00002   0.00000   0.00002
   330        3PY       0.00000   0.00000   0.00001   0.00000  -0.00001
   331        3PZ       0.00000   0.00000  -0.00001  -0.00001   0.00000
   332        4S       -0.00002  -0.00006  -0.00020   0.00019   0.00013
   333        4PX       0.00000  -0.00003  -0.00001   0.00005  -0.00001
   334        4PY       0.00001   0.00002   0.00007  -0.00006  -0.00003
   335        4PZ       0.00000   0.00001  -0.00006   0.00003   0.00002
   336        5S        0.00006   0.00010   0.00083   0.00204  -0.00338
   337        5PX      -0.00002  -0.00003  -0.00019   0.00008  -0.00002
   338        5PY      -0.00001  -0.00002  -0.00015  -0.00040   0.00060
   339        5PZ       0.00006   0.00017   0.00074   0.00108  -0.00117
   340        6D 0      0.00000   0.00000   0.00000   0.00000   0.00000
   341        6D+1      0.00000   0.00000   0.00000   0.00000   0.00000
   342        6D-1      0.00000   0.00000   0.00000   0.00000   0.00000
   343        6D+2      0.00000   0.00000   0.00000   0.00000   0.00000
   344        6D-2      0.00000   0.00000  -0.00001   0.00000   0.00001
   345 15  C  1S        0.00000   0.00000   0.00000   0.00000   0.00000
   346        2S        0.00000   0.00000   0.00001   0.00000   0.00000
   347        2PX       0.00000   0.00000   0.00000   0.00000   0.00000
   348        2PY       0.00000   0.00000   0.00000   0.00000   0.00000
   349        2PZ       0.00000   0.00000   0.00000   0.00000   0.00000
   350        3S        0.00000   0.00000  -0.00006   0.00000   0.00005
   351        3PX       0.00000   0.00001   0.00001   0.00001  -0.00001
   352        3PY       0.00000   0.00000   0.00000  -0.00001   0.00001
   353        3PZ       0.00000   0.00000   0.00002   0.00000  -0.00002
   354        4S        0.00005   0.00010   0.00059   0.00015  -0.00046
   355        4PX       0.00001   0.00003   0.00015   0.00005  -0.00012
   356        4PY      -0.00001  -0.00003  -0.00009  -0.00004   0.00007
   357        4PZ      -0.00002  -0.00002  -0.00025   0.00006   0.00014
   358        5S        0.00043   0.00059   0.00563  -0.00049  -0.00513
   359        5PX       0.00010   0.00018   0.00125   0.00047  -0.00154
   360        5PY      -0.00012  -0.00024  -0.00154  -0.00085   0.00190
   361        5PZ       0.00005   0.00013   0.00062   0.00098  -0.00147
   362        6D 0      0.00000   0.00000   0.00000   0.00000   0.00000
   363        6D+1      0.00000   0.00000   0.00000   0.00000   0.00000
   364        6D-1      0.00000   0.00000   0.00000   0.00000   0.00000
   365        6D+2      0.00000   0.00000   0.00000   0.00000   0.00000
   366        6D-2      0.00000   0.00000  -0.00001   0.00000   0.00001
   367 16  C  1S        0.00000   0.00000   0.00000   0.00000   0.00000
   368        2S        0.00000   0.00000   0.00000   0.00000   0.00000
   369        2PX       0.00000   0.00000   0.00000   0.00000  -0.00001
   370        2PY       0.00000   0.00000   0.00000   0.00000   0.00000
   371        2PZ       0.00000   0.00000   0.00000   0.00000   0.00000
   372        3S        0.00000   0.00000  -0.00001   0.00005  -0.00001
   373        3PX       0.00000   0.00000  -0.00001  -0.00001   0.00002
   374        3PY       0.00000   0.00000   0.00000   0.00001  -0.00001
   375        3PZ       0.00000   0.00001   0.00001  -0.00002   0.00000
   376        4S       -0.00004  -0.00013  -0.00048  -0.00033   0.00027
   377        4PX       0.00000   0.00005  -0.00003   0.00003  -0.00011
   378        4PY      -0.00001  -0.00008  -0.00007  -0.00013   0.00015
   379        4PZ       0.00002   0.00006   0.00026   0.00010  -0.00005
   380        5S       -0.00012  -0.00056  -0.00165   0.00081  -0.00066
   381        5PX       0.00025   0.00036   0.00330   0.00150  -0.00465
   382        5PY      -0.00024  -0.00034  -0.00308  -0.00145   0.00468
   383        5PZ      -0.00006  -0.00010  -0.00081  -0.00081   0.00175
   384        6D 0      0.00000   0.00000   0.00001   0.00000  -0.00002
   385        6D+1      0.00000   0.00000   0.00001   0.00001  -0.00001
   386        6D-1      0.00000   0.00000  -0.00001   0.00001   0.00001
   387        6D+2      0.00000   0.00000   0.00000   0.00000   0.00000
   388        6D-2      0.00000   0.00000   0.00001   0.00000  -0.00001
   389 17  C  1S        0.00000   0.00000   0.00000   0.00000   0.00000
   390        2S        0.00000   0.00000   0.00000   0.00000   0.00000
   391        2PX       0.00000   0.00000  -0.00002   0.00001   0.00002
   392        2PY       0.00000   0.00000   0.00001  -0.00001  -0.00001
   393        2PZ       0.00000   0.00000   0.00000   0.00001   0.00000
   394        3S        0.00000   0.00000  -0.00002  -0.00003   0.00000
   395        3PX       0.00001   0.00000   0.00007  -0.00004  -0.00008
   396        3PY       0.00000  -0.00001  -0.00004   0.00003   0.00005
   397        3PZ       0.00000   0.00000   0.00001  -0.00003  -0.00002
